ID_ND;id;isolate;aliases;species;biotype;serotype;SNP_profile;country;continent;region;source;detail_of_isolation;year;month;comments;DOI;bioproject_accession;biosample_accession;run_accession;NCBI_assembly_accession;sender;curator;date_entered;datestamp;references
ND_PM0879;3097;MOD1_GK1325;PDT000890440.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353975.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0880;3098;MOD1_GK1329;PDT000890422.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353615.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0881;3099;MOD1_GK1577;PDT000890438.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353925.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0882;3100;MOD1_GK961;PDT000890390.2;C. sakazakii;;Csak O2;PDS000051482.2;Germany;Europe;;Envronmental;;2015;;"Serotype predicted by Crotrait WGS analysis; gnd not assigned due to contig break - subset allele 19. AMR: blaCSA-2";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015352375.1;3;-1;2020-11-16;2024-02-28;
ND_PM0883;3101;MOD1_GK1312;PDT000890409.2;C. sakazakii;;Csak O2;PDS000051483.2;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA-2; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353355.1;3;-1;2020-11-16;2024-02-28;
ND_PM0884;3102;MOD1_GK1314;PDT000890403.2;C. sakazakii;;Csak O2;PDS000051485.2;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA-2; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353235.1;3;-1;2020-11-16;2024-02-28;
ND_PM0885;3103;MOD1_GK1328;PDT000890421.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353595.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0886;3104;MOD1_GK1258;PDT000890408.2;C. muytjensii;;Cmuyt O4;PDS000051487.2;Germany;Europe;;Envronmental;;2015;;"AMR: None reported; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353315.1;3;-1;2020-11-16;2024-02-28;
ND_PM0887;3105;MOD1_GK1513;PDT000890417.2;C. sakazakii;;Csak O1;PDS000075809.2;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA mcr-9.1; Serotype predicted by Crotrait WGS analysis. Same SNP as 4088, 3105, 3080, 3018, 3044";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353515.1;3;-1;2020-11-16;2023-10-28;
ND_PM0888;3106;MOD1_GK1031;PDT000890429.2;C. sakazakii;;Csak O7;;Germany;Europe;;Envronmental;;2015;;"GCA_015353755.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2023-10-28;
ND_PM0889;3107;MOD1_GK797;PDT000890423.2;C. sakazakii;;Csak O7;;Germany;Europe;;Envronmental;;2015;;"GCA_015353635.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2023-10-28;
ND_PM0890;3108;MOD1_GK1317;PDT000890427.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353715.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0891;3109;MOD1_GK1318;PDT000890432.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353815.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0892;3110;MOD1_GK1319;PDT000890434.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353855.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0893;3111;MOD1_GK1320;PDT000890436.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353895.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0894;3112;MOD1_GK1327;PDT000890428.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353735.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0895;3113;MOD1_GK1354;PDT000890424.2;C. malonaticus;;Cmal O3;PDS000076006.2;Germany;Europe;;Envronmental;;2015;;"GCA_015353655.1; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0896;3114;MOD1_GK1355;PDT000890430.2;C. malonaticus;;Cmal O3;PDS000076006.2;Germany;Europe;;Envronmental;;2015;;"GCA_015353775.1; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0897;3115;MOD1_GK1356;PDT000890419.2;C. malonaticus;;Cmal O3;PDS000076006.2;Germany;Europe;;Envronmental;;2015;;"GCA_015353545.1; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0898;3116;MOD1_GK1357;PDT000890415.2;C. malonaticus;;Cmal O3;PDS000076006.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCMA; Serotype predicted by Crotrait WGS analysis. PDS000076006.2";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353485.1;3;-1;2020-11-16;2024-02-28;
ND_PM0899;3117;MOD1_GK1358;PDT000890418.2;C. malonaticus;;Cmal O3;PDS000076006.2;Germany;Europe;;Envronmental;;2015;;"GCA_015353535.1; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0900;3118;MOD1_GK1360;PDT000890416.2;C. malonaticus;;Cmal O3;PDS000076006.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCMA; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079.";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353475.1;3;-1;2020-11-16;2024-02-28;
ND_PM0901;3119;MOD1_GK1510;PDT000890404.2;C. malonaticus;;Cmal O3;PDS000076006.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCMA; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353245.1;3;-1;2020-11-16;2024-02-28;
ND_PM0902;3120;MOD1_GK796;PDT000890413.2;C. malonaticus;;Cmal O3;PDS000076006.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCMA; Serotype predicted by Crotrait WGS analysis. Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353415.1;3;-1;2020-11-16;2024-02-28;
ND_PM0903;3121;MOD1_GK962;PDT000890443.2;C. malonaticus;;Cmal O3;PDS000076006.2;Germany;Europe;;Envronmental;;2015;;"GCA_015354035.1; Same SNP as 4081,4085,3114,3113,3115,3117,3118,3116,3121, 3120,3119,3079; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0904;3122;MOD1_GK1514;PDT000890412.2;C. sakazakii;;Csak O2;PDS000076007.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA mcr-9.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353425.1;3;-1;2020-11-16;2024-02-28;
ND_PM0905;3123;MOD1_GK1516;PDT000890410.2;C. sakazakii;;Csak O2;PDS000076007.1;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA mcr-9.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353375.1;3;-1;2020-11-16;2024-02-28;
ND_PM0906;3124;MOD1_GK1352;PDT000890425.2;C. sakazakii;;Csak O1;;Germany;Europe;;Envronmental;;2015;;"GCA_015353675.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0907;3125;MOD1_GK1574;PDT000890406.2;C. sakazakii;;Csak O4;;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353295.1;3;-1;2020-11-16;2023-06-28;
ND_PM0908;3126;MOD1_GK1515;PDT000890411.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"AMR: blaCSA-2; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;GCA_015353395.1;3;-1;2020-11-16;2024-02-28;
ND_PM0909;3127;MOD1_GK1517;PDT000890441.2;C. sakazakii;;Csak O2;;Germany;Europe;;Envronmental;;2015;;"GCA_015353995.1; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2020-11-16;2024-02-28;
ND_PM0910;3128;cro4114A1;GCA_002977035.2;C. sakazakii;;;;China;Asia;;Food;;2016;;SAMN07483996 blaCSA, blaTEM;;;;;;3;-1;2020-12-02;2024-02-28;
ND_PM0911;3129;cro4114B1;GCA_002977005.2;C. sakazakii;;;;China;Asia;;Food;;2016;;SAMN07483997 blaCSA;;;;;;3;-1;2020-12-02;2024-02-28;
ND_PM0912;3130;cro4215W(G);GCA_002976965.2;C. sakazakii;;;;China;Asia;;Food ingredient;;2016;;SAMN07484000 blaCSA  Original entry 1691;;;;;;3;-1;2020-12-02;2023-12-28;
ND_PM0913;3131;cro4191B1-2;GCA_002976955.2;C. sakazakii;;;;China;Asia;;Food;;2016;;SAMN07483999 blaCSA;;;;;;3;-1;2020-12-02;2023-12-28;
ND_PM0914;3132;cro3040W;GCA_002976645.2;C. sakazakii;;;;China;Asia;;Food;;2015;;SAMN07484017 blaCSA blaTEM-116;;;;;;3;-1;2020-12-02;2024-02-28;
ND_PM0915;3133;cro981C2(G);GCA_002978875.2;C. dublinensis;;Cdub O1b;;China;Asia;;Herb;;2012;;"Corriander SAMN07483900   Original entry 1858; Original PCR serotype (Cdub O1) replaced by prediction following Crotrait WGS analysis";;;;;;3;-1;2020-12-12;2023-12-28;
ND_PM0916;3134;cro946B2(G);GCA_002978705.2;C. dublinensis;;Cdub O7;;China;Asia;;Vegetable;;2012;;"Cucumber. SAMN07483909   Original entry 1808; Original PCR serotype (Cdub O1) replaced by prediction following Crotrait WGS analysis";;;;;;3;-1;2020-12-12;2024-02-28;
ND_PM0917;3135;cro4164A3;GCA_002978405.2;C. malonaticus;;;;China;Asia;;Food;;2016;;SAMN07483922   blaCMA;;;;;;3;-1;2020-12-12;2024-02-28;
ND_PM0918;3136;cro3263A1;GCA_002978135.2;C. malonaticus;;;;China;Asia;;Food;;2015;;SAMN07483941  blaCMA;;;;;;3;-1;2020-12-12;2024-02-28;
ND_PM0919;3137;FDAARGOS_927;"ATCC 29544, NCTC 11467, WDCM 00214; DSM 4485; GCA_016103025.1";C. sakazakii;;Csak O1;;USA;North America;;Clinical;;1980;;"Serotype predicted by Crotrait WGS analysis; Species type strain SAMN13450457 PDT000917171.1   blaCSA-1";;;;;;3;-1;2020-12-18;2024-02-28;
ND_PM0920;3138;H05;GCA_016620365.1;C. sakazakii;;Csak O1;;USA;North America;Washington;Food ingredient;;2018;;Ground beef. Serotype predicted by Crotrait WGS analysis  AMR profile blaCSA=COMPLETE,fos=HMM;;PRJNA688536;SAMN17180601;;;3;-1;2021-01-16;2024-02-28;
ND_PM0921;3141;S1144;;C. malonaticus;;Cmal O1;;Japan;Asia;;;;;;Serotype predicted by Crotrait WGS analysis;;;;;;3;-1;2021-01-24;2024-02-28;
ND_PM0922;3194;Eh-51283702;;other;;;;Norway;Europe;;;;2021;;Illumina identified with rMLST as Enterobacter hormaechei;;;;;;113;-1;2021-04-09;2022-10-28;
ND_PM0923;3195;CH42;510289-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;Serotype predicted by Crotrait WGS analysis;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0924;3196;CH43;510291-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;Serotype predicted by Crotrait WGS analysis;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0925;3197;CH44;510293-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;Serotype predicted by Crotrait WGS analysis;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0926;3198;CH45;510295-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;Serotype predicted by Crotrait WGS analysis;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0927;3199;CH50;510296-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0928;3200;CH65;510296-18;C. sakazakii;;Csak O1;;Singapore;Asia;;;;2017;;;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0929;3201;CH84;510298-18;C. sakazakii;;Csak O1;;Chile;South America;;;;2017;;Serotype predicted by Crotrait WGS analysis;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-10-28;
ND_PM0930;3202;Fh-CH85;510439-19;other;;Fhelv O1;;Chile;South America;;;;2017;;Franconibacter helveticus;https://doi.org/10.3389/fmicb.2018.01708;;;;;3;-1;2021-04-13;2023-12-28;
ND_PM0931;3204;Crono15-YL;;C. sakazakii;;Csak O1;;China;Asia;;Environmental;;2016;7;"Serotype predicted by Crotrait WGS analysis; swab of staff's sole SRA";;;;;GCA_017845305.1;3;-1;2021-04-13;2023-06-28;
ND_PM0932;3205;Crono14-YL;;C. sakazakii;;Csak O1;;China;Asia;;Environmental;;2016;7;"Serotype predicted by Crotrait WGS analysis; swab of drain SRA";;;;;GCA_017845295.1;3;-1;2021-04-13;2024-02-28;
ND_PM0933;3206;Crono12-YL;;C. sakazakii;;Csak O1;;China;Asia;;Environmental;;2016;7;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017845275.1;3;-1;2021-04-13;2023-04-28;
ND_PM0934;3207;Crono11-YL;;C. sakazakii;;Csak O3;;China;Asia;;Environmental;;2016;7;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017845235.1;3;-1;2021-04-13;2024-02-28;
ND_PM0935;3208;Crono13-YL;;C. sakazakii;;Csak O1;;China;Asia;;Environmental;;2016;7;"Serotype predicted by Crotrait WGS analysis; swab of air inlet SRA";;;;;GCA_017845175.1;3;-1;2021-04-13;2023-04-28;
ND_PM0936;3209;Crono08-YL;;C. sakazakii;;Csak O4;;China;Asia;;Environmental;;2016;8;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017845115.1;3;-1;2021-04-13;2023-12-28;
ND_PM0937;3210;Crono09-YL;;C. sakazakii;;Csak O4;;China;Asia;;Environmental;;2016;8;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017845095.1;3;-1;2021-04-13;2023-12-28;
ND_PM0938;3211;Crono10-YL;;C. sakazakii;;Csak O7;;China;Asia;;Food ingredient;;2016;8;"Lactose powder SRA; Serotype predicted by Crotrait WGS analysis";;;;;GCA_017845075.1;3;-1;2021-04-13;2023-10-28;
ND_PM0939;3212;Crono07-YL;;C. sakazakii;;Csak O7;;China;Asia;;Food ingredient;;2016;8;"Lactose powder SRA; Serotype predicted by Crotrait WGS analysis";;;;;GCA_017845055.1;3;-1;2021-04-13;2023-10-28;
ND_PM0940;3213;Crono06-YL;;C. sakazakii;;Csak O4;;China;Asia;;Food ingredient;;2016;10;"Disk sedimentation SRA; Serotype predicted by Crotrait WGS analysis";;;;;GCA_017845035.1;3;-1;2021-04-13;2023-12-28;
ND_PM0941;3214;Crono04-YL;;C. sakazakii;;Csak O1;;China;Asia;;Environmental;;2016;9;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017845015.1;3;-1;2021-04-13;2024-02-28;
ND_PM0942;3215;Crono05-YL;;C. sakazakii;;Csak O2;;China;Asia;;Environmental;;2016;9;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017844985.1;3;-1;2021-04-13;2024-02-28;
ND_PM0943;3216;Crono01;;C. sakazakii;;Csak O2;;China;Asia;;Environmental;;2016;10;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017844975.1;3;-1;2021-04-13;2024-02-28;
ND_PM0944;3217;Crono03-YL;;C. sakazakii;;Csak O2;;China;Asia;;Environmental;;2016;9;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017844935.1;3;-1;2021-04-13;2024-02-28;
ND_PM0945;3218;Crono02-YL;;C. sakazakii;;Csak O2;;China;Asia;;Environmental;;2016;;"Serotype predicted by Crotrait WGS analysis; soil SRA";;;;;GCA_017844945.1;3;-1;2021-04-13;2024-02-28;
ND_PM0946;3220;Fp-1315001-1;;other;;Fpul O6;;China;Asia;Zhejiang Wenzhou;milk powder;;2013;;"Serotype defined by galF-gnd alleles.; This isolate is indistinguishable using cg-MLST from ID 2412, which is from the same year and same region. The meaning 'milk formula' varies between countries and is often used as a generic term and does not necessarily mean 'milk' from a cow or goat.";;;;;;52;3;2021-06-21;2023-09-28;
ND_PM0947;3221;B1915001;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Clinical;;2019;;Serotype predicted by Crotrait WGS analysis;;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0948;3222;2020-135;;C. malonaticus;;Cmal O2;;China;Asia;Zhejiang Wenzhou;Clinical;;2020;;Serotype predicted by Crotrait WGS analysis;;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0949;3223;1915001;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0950;3224;1915002;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0951;3225;1915003;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0952;3226;1915004;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0953;3227;1915005;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0954;3228;1915006;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0955;3229;1915007;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0956;3230;1915008;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0957;3231;1915009;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0958;3232;1915010;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0959;3233;1915011;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0960;3234;1915012;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0961;3235;1915013;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0962;3236;1915014;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0963;3237;1915015;;C. sakazakii;;Csak O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0964;3238;1915016;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0965;3239;1915043;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0966;3240;1915044;;C. dublinensis;;Cdub O2;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0967;3241;1915045;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0968;3242;1915046;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0969;3243;1915047;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2019;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0970;3244;2015001;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0971;3245;2015002;;C. turicensis;;Ctur O6;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0972;3246;2015003;;C. malonaticus;;Cmal O3;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0973;3247;2015004;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0974;3248;2015005;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0975;3249;2015006;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-10-28;
ND_PM0976;3250;2015007;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
ND_PM0977;3251;2015026;;C. sakazakii;;Csak O1;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2024-02-28;
ND_PM0978;3252;2015028;;C. sakazakii;;Csak O3;;China;Asia;Zhejiang Wenzhou;Food ingredient;;2020;;"Serotype predicted by Crotrait WGS analysis; cereal products";;;;;;52;-1;2021-06-21;2023-12-28;
